tweet,sentiment
"ஐயா, கட்டணம் செலுத்துவதற்கான தவணை தேதியை நீட்டிக்கவும். எங்களிடம் பணம் இல்லை. தயவுசெய்து ஏதாவது செய்யுங்கள்",Sad
"தமிழ்நாட்டிலும் வேலை புரியும் பல வெளி மாநிலத்தினர், தங்களின் சொந்த ஊருக்கு திரும்ப, #ஊரடங்கு நேரத்தில், ஒரு போக்குவரத்து வசதியும் இல்லாமல், பல மயில் தூரம் நடந்தே செல்கின்றனர். இன்று மராட்டியத்தில் 16 தொழிலாளர்கள், சொந்த ஊருக்கு திரும்பும் போது நேர்ந்த சோகம். நெஞ்சை உளுக்கியது.",Sad
"குமரியை குளிர்வித்து வரும் கோடை மழை: மயிலாடியில் 113 மிமீ., பதிவு  https://www.biztamil.in/553659-rain-lashes-kanyakumari-html/ …",Happy
பிணம் தின்னும் கழுகுகள் என்று அழையுங்கள்.....🤔🤔🤔 அதனால் என்ன ??? பணம் முக்கியம் அமைச்சரே....🙄🙄🙄,Sad
"அரசுக்கு பணம் தான் முக்கியம், பல்லி இருந்து குடிச்சுட்டு செத்தா கூட பரவாயில்ல,அரசுக்கு ஒரு நாள் target 500 கோடி போல,",Sad
உயிரிழந்த கணவரின் சடலத்துடன் சென்னைக்கு பயணித்த இளம்பெண்; அமீரக வாழ்க்கையின் சோகம்..  https://ameerakam.com/india/woman-flies-with-husbands-body-on-day-two-of-indian-repatriation-from-uae/ … pic.twitter.com/iIiVVl0ibg,Sad
"உண்மைதான் எனக்கு தெரிந்த ஒரு தஞ்சை நண்பரின் உறவினர் வீடு இப்படிதான் பறிபோனது 

அவர்கள் செலவு செய்த பணம் கூட முழுமையாக கிடைக்க வில்லையாம் !! மிரட்டி எழுதி வாங்கினார்களாம்..!!  

இப்போது தஞ்சையில் உள்ள பிரபல மருத்துவமனை கூட அப்படி வாங்கியதுதான் !",Sad
"நீட் எழுதும் மாணவர்கள் 17% குறைந்து விட்டார்கள்.

ஏழை மாணவர்களுக்கு டாக்டர் கனவு என்பது எட்டாக்கனியாக ஆக்கிய விட்டார்கள் .

பணம் படைத்தவர்கள் மற்றுமே நீட் பயிற்சிக்கு செல்ல முடியும்  தேர்வு எழுத முடியும் என்ற நிலமை யார் காரணம் ?  pic.twitter.com/gyDzMGPtq7",Sad
"அப்பா...

விந்துயெனும்.....
விதையை விதைத்து வியக்கும் 
குழந்தையை துணைவிக்கு தந்து 
குடும்பம் எனும் புதிய பாதையில் 
பிள்ளையெனும் அரும்புகளோடு 
வீர நடை போடுபவனே தந்தை..

தன் வாழ்வில் பெறாதவற்றை 
பெற்றுத்தர நினைப்பவனே தந்தை..

#அப்பா #தந்தை #பாசம் #அன்பு
#காதல் #கவிதை #rammu24 pic.twitter.com/NjyWM1h8i0",Happy
🤣🤣🤣மகிழ்ச்சி மழை உண்டா,Happy
"சோறு தண்ணியிலாமல் செத்துவிடுவோம் போல் இருக்கிறது பணம் இருந்தா அனுப்புங்க.. ஒளரங்காபாத் அருகே ரயில் விபத்தில் இறந்த தொழிலாளியின் கடைசி போன் கால்! 
இதக் கேட்டா கல்லும் கரைஞ்சுட்டுமே ஏதாவது பண்ணி தொலைங்கடா சங்கி கொலைகார பாவிகளா? இதை பாத்து எங்க உசுரு போயிரும் போல
பாரத் மாதா கி த்தூ",Sad
"ரெண்டு மூணு தலைமுறைக்கு சொத்து சேர்த்து வச்சிருக்கிறவங்க, அரசுக்கு கணக்குகாட்டாத கருப்பு பணம் வச்சிருக்கிறவங்க, மாசக்கணக்கிலே வீட்ல உட்கார்ந்து சாப்பிடலாம். பாக்கெட்டுல அம்பது ரூபா இல்லாதவனுக்கு கொரோனாவை பார்த்தா பயம் வராது பசியும் பட்டினியும் தான் கண் முன்னாடி வரும் 😰😢
#வலி",Sad
தினமும் மழை.. ஏதோ அக்னி நட்சத்திரம் ண்ணாணுங்க..,Happy
"தாய்மார்களின் கண்ணீரில் வரும் பணம் (மாநில அரசுக்கு) ஆனந்தம்.
ஆனால் குடும்ப பெண்களுக்கு  இனி தினந்தோறும் திண்டாட்டம் ..",Sad
"ரசிகனை ரசிக்கும் தலைவா!

உன் அன்பு ஒன்றும் மட்டும் போதும் தலைவா வேறு ஏதும் தேவையில்லை ❤️🥰
@dhanushkraja #JagameThandhiram
#18YearsOfDhanushism
#18YrsOfKTownPrideDHANUSH pic.twitter.com/4G5cCqNFD8",Happy
"*பணம் வைத்திருப்பவர் அதை செலவழிக்கா வழி இல்லாமல் இருக்கிறார்கள்.

*பணமில்லாதவரோ அதை சம்பாதிக்க வழியில்லாமல் இருக்கிறார்!!.*

*நேரமோ இப்போது ஏராளமாக உள்ளது ஆனால் கனவுகளை மெய்ப்பிக்க வழியில்லை!!.*

*குற்றவாளி நம்மைச் சுற்றி இருக்கிறான் ஆனால் கண்ணுக்கு தெரியாமல்!!.*",Sad
கருப்பு - உழைப்போட வண்ணம் ! நாங்க படிக்கல ஆனா நம்ப பசங்கள நல்லா படிக்க வெக்கணும் - கல்வி ரொம்ப,Happy
"2 years of #Kaala கருப்பு உழைப்போட வண்ணம் என அழுத்தமாக பதிவு செய்த படம். நிறவெறிக்கு எதிராக, மத வெறிக்கு எதிராக ஆணித்தரமான கருத்துகளை எடுத்துரைத்தது ஆனால் போராடினால் தமிழ்நாடு சுடுகாடு தான் என்று ரஜினி செய்தியாளர்களிடம் பேசியது எதிர்வினையாகி விட்டது‌.",Happy
"""கனவுகள் பலித்திடும் சரித்திரம் திருத்துவோம் உயர்ந்து நிற்கும் இனி நம் நாடு"" - #Kaala Celebrating #TwoYearsOfKAALA - The Masterpiece",Happy
"ராமேஸ்வரம்: ராமநாதபுரம் மாவட்டம் அழகன்குளம் அடுத்த அட்டன்கரை பகுதியில் பெரிய திமிங்கல சுறா இறந்த நிலையில் கரை ஒதுங்கியது. பிரேத பரிசோதனை முடிந்து அதன் உடலை வனத்துறை அதிகாரிகள் கடற்கரையில் புதைத்தனர்.

#whaleshark #Rameswaram",Sad
"பார்க்கவும் யாருமில்லை
வழிப் போக்கன் வருவான் போவான் வழிகள் எங்கும் போகாது//

யாருக்குமே இல்லை என்பதின் வலி

//காலடி சப்தம் எழும்பும்வரை
குப்பை மேட்டில் படுத்திருப்பேன்
கடைசியாய் சிரித்தது எப்போது
ஞாபகம் இல்லை இப்போது//

சிரிப்பை மறந்த வாழ்க்கையின் ரணம்

//நதியில் விழுந்த",Sad
"இலைகளுக்கு
மரங்கள் அழுவது கிடையாது
வேரில் தீயை வைக்கும் வரை
வேதனை அதற்குப் புரியாது//

எத்தனை அப்பட்டமான வரிகள்

//உயிருடன் இருப்பது இப்போதெல்லாம்
வலித்தால் மட்டுமே தெரியும்
உன்னுடன் நானுமில்லை என்பது 
விழித்தால் மட்டுமே புரியும்//

இறந்தகால வாழ்வின் நினைவே நிகழ்கால நகர்தல்",Sad
"நதியாலே பூக்கும் மரங்களுக்கு
நதி மீது இருக்கும் காதலினை
நதி அறியுமா கொஞ்சம் புரியுமா
கரையோர கனவுகள் எல்லாம்..
👌🏼
👌🏼
👌🏼
👌🏼
Smiling face with heart-shaped eyes


#நாமுத்துக்குமார்",Happy
"புறாக்கள் வளர்க்கும் 
எதிர் வீட்டுக்காரர் 
என்னிடமிருந்து பறிக்கிறார் 
பூனை வளர்க்கும் 
சுதந்திரத்தை….

#NaMuthukumar #நாமுத்துக்குமார்",Sad
"கனவுகளில்
வாழ்ந்த நாளை
கண் எதிரே
பார்க்கிறேன்!

கதைகளில் கேட்ட பெண்ணா?
திரும்பி திரும்பி பார்க்கிறேன்!

அங்கும் இங்கும்
ஓடும்கால்கள்
அசைய மறுத்து
வேண்டுதே!

இந்த இடத்தில்
இன்னும் நிற்க
இதயம்கூட
ஏங்குதே!

மழையின் சாரல்
என்னை தாக்க
விழிகள் எல்லாம்
கேள்வி கேட்க!

#நாமுத்துக்குமார்",Sad
கதை பேசிக் கொண்டே வா காற்றோடு போவோம் உரையாடல் தீர்ந்தாலும் உன் மௌனங்கள் போதும். #காதலிசம் #நாமுத்துக்குமார்,Sad
"வழிப்போக்கன் வாழ்விலே.. நிழலாக வருகிறாய்..
நான் கேட்கும் முன்னமே.. இளைப்பாறல் தருகிறாய்..
🎶

#நாமுத்துக்குமார் 
😇",Happy
"ஒரு வண்ணத்து பூச்சி நம் வழிதேடி வந்தது 
அதன் வண்ணங்கள் மட்டும் இன்று எழுத்தோடு உள்ளது 

#நாமுத்துக்குமார் #அணிலாடும்முன்றில்",Sad
"தனிமையில் கால்கள் 
எதைத்தேடி போகிறதோ 
திரி தூண்டி போன 
விரல் தேடி அலைகிறதோ.
#நாமுத்துக்குமார்",Sad
"காச போல காதலும் செலவுக்கில்லட்டி
கோடி முத்தம் வாங்கிக்கோ கஞ்சம் இல்லட்டி
#பாபநாசம்  #நாமுத்துக்குமார் @GhibranOfficial
",Happy
"கார்த்திகேயன்.
@karthikeyan1958
பூவின் முகவரி காற்று அறியுமே 
என்னை உன் மனம் அறியாத
பூட்டி வைத்த என் ஆசை மேகங்கள் 
உன்னை பார்த்ததும் பொழியாத
பல கோடி பெண்ண்கள் தான்
பூமியிலே வாழலாம் 
ஒரு பார்வையால் மனதை 
பரித்து சென்றவள் நீ 
அடிஉனக்கெனவே காத்திருந்தாலே 
கால் அடியில் 
வேர்கள் முளைக்கும்

#நாமுத்துக்குமார்",Sad
"இதுவே தனியார் மயத்தின்
அசல் முகம்!

4 லட்சம் கொடுத்து சிகிச்சை பெற பணக்காரர்களால் மட்டுமே முடியும். மற்ற எவராலும் முடியாது. இதனால் தான் அரசுக் கட்டமைப்பு அவசியமாகிறது. அரசு சேவை செய்யும். தனியாருக்கோ லாபம் தான் முக்கியம்.

பொதுத் துறைகள் ஒழிக்கப்பட்டால் என்ன ஆகும்?
#Privatization",Sad
"""தீராத காதல்
தீயாக மோத
தூரங்கள் மடை மாறுமோ

வான் பார்த்து ஏங்கும்
சிறு புல்லின் தாகம்
கானல்கள் நிறைவேற்றுமோ""

என்ன வரி, என்ன ஒரு இசை
❤


@Music_Santhosh
 ணா, சான்ஸே இல்ல ணா
👌
❤


#2YrsOfPeoplesVoiceKAALA",Happy
"ஊட்டாத தாயின் கனக்கின்ற பால் போல் என் காதல் கிடக்கின்றதே...
அடக்கி வைத்த காதலை இதைவிட அழகாக விவரிக்கவே முடியாது. போகிற போக்கில் சரினாவின் மகள் தலையை அன்பாக தடவிகொடுக்கும் இடத்தில் தலைவர் 
😍
😍
😍
👌🏽
👌🏽
👌🏽

உமாதேவியின் வரிகள் ஒவ்வொரு முறையும் கலங்கவைக்கும்

 #2YrsOfPeoplesVoiceKAALA",Sad
"காதல் 
❤
 என்ற ஒன்று
அது கடவுள் போல
உணரத்தானே முடியும்
அதில் உருவம் இல்லை
காயம் கண்ட இதயம்
ஒரு குழந்தை போல
வாயை மூடி அழுமே
சொல்ல வார்தை இல்லை 
❤️
 

#Youth #Vijay 
❤️",Happy
"மண்ணில் விழும்
முதல் துளியும்
மனதில் எழும்
முதல் காதலும்
அழகானது!!

#தொலைத்தூர_காதல் 
❤️",Happy
"தீரா காதல்
தீர்ந்து விட்டதா
எனக் கேட்கிறாய்
அது என்ன மேகமா
கொட்டித் தீர
இது ஆகாயம்..!",Happy
"காதல்
சொல்லப்பட வேண்டியதல்ல
கடத்தப்பட வேண்டியது..!",Happy
"நிராகரிப்பின் வலியை எல்லாம்
என்னால் தாங்கிக்கொள்ள முடியாது.
வா ஒரு பெரிய சண்டையிட்டு
பிரிந்துவிடலாம்.",Sad
"நலம் விசாரிக்க யாருமில்லா
வேளையில் யாரோ யாரையோ
பார்த்து "" நல்லாருக்கியா "" எனக்
கேட்பது காதில் மழலையின்
தும்மலாய் கேட்கிறது.",Sad
காதல் தோல்வியை எழுதும் போதெல்லாம் தீராத வலி அழுத்தமாக தெரிகிறது காகிதத்தின் பின்புறம்...!,Sad
"கண்களை மூடினாலும்
கலையாத பிம்பம்
நின்முகம்தானடா
கற்பனைகள்
கதவடைத்தாலும்
சிறைபடாத 
கவிதைகள்தானடா
நின் காதல்",Happy
"காதல் தோல்விக்கு ஆயிரம் காரணம் இருக்கலாம் ! ஆனால் வெற்றிக்கு, புரிதல் மட்டுமே காரணமாக இருக்க முடியும்",Happy
"அன்பே உன்னால் மனம் freezing..
அடடா காதல் என்றும் amazing..
Excuse me let me tell you something.
நீ சிரித்தால் ஐபோன் ட்ரிங் ட்ரிங்.
நீ வீசும் அம்பு என் மேல் பாய.
காதல் வந்து என்னை ஆள.
வருவாயோ என்னை காப்பாற்ற.
வந்தால் மடி சாய்வேன் வாழ..
@its_lacy06
 
😂

#Losliya #FriendshipFirstLook",Happy
"சிலர் காயப்படுத்தும் போது
வராத வலி
அதை நியாயப்படுத்தும் போது
வந்துவிடுகிறது",Sad
"வார்த்தைகளால் 
சொல்ல முடியாத வலி 
😔


காலமானது காலனாக 
மாறிக் கொண்டிருக்கிறது 

உணராத மனிதனுக்கு 
😔
😔",Sad
"நீ இன்றி நானும் இல்லை 
என் காதல் பொய் இல்லை 
வழி எங்கும் உந்தன்முகம் 
தான் 
வலி கூட இங்கே சுகம் தான் 
😍
😍
😍",Sad
"மிகவும் பிடித்தமான ஒன்று 
என நன்கு அறிந்தும்..!

""நெருங்கவும், விலகவும்"" முடியாமல் நிற்கு தருணம்..!

இப்பிறப்பின் வலி 
பொருந்திய ""சாபங்கள்""..!!

#துளிர்
💔",Sad
"""மௌனம்"" உலகின் எல்லோருக்குமான பொது மொழி..!",Sad
"ஒரு மனிதனின் மூச்சுக் குழாயை இன்னொரு மனிதன் நெரித்துக் கொல்வது வரலாற்றில் இது எத்தனையாவது முறை?

நிற வெறியால்
இன வெறியால்  
சாதி, மத வெறியால் 
நமது குரல்வளையை அறுத்து எறியத்தான் எத்தனை வெறி கூட்டங்கள்.",Sad
"அமெரிக்காவில் இன வெறிக்கு எதிராக கொள்ளப்பட்ட ஜார்ஜ் பிளாய்டு  அவர்களுக்கு ஆழந்த இரங்களும் , அவருக்கு சரியான நீதி கிடைக்க வேண்டும்

எனது சார்பாக கண்டணங்களை தெரிவித்துக்கொள்கிறேன் இயற்கை  உலகிற்கு முன்னால் மனிதர்களாகிய நாம் அனைவரும் சமமே !

#Blacklivesmatter
 #JusticeForGeorgeFloyd",Sad
"ஆண்டவன் சோதிப்பான், ஆனா கைவிட மாட்டான்.
இப்ப சோதிச்சிட்டான்.
Result Positive.
#Corona",Sad
"ஒரு தப்ப மறைக்க அதவிட பெரிய சென்ஷேஷனல் நியூஸ் வந்தா முட்டாள் மக்கள் மறந்துடுவாங்னு அரசியல்வாதிங்க நல்லா புரிஞ்சி வெச்ருக்காங்க
#Flood #Beep",Sad
ஒடிசாவில் புயல் பாதிப்பு: வெள்ளத்தில் சிக்கி 1 லட்சம் பேர் தவிப்பு      odisha storm damage flood trap 1 lakh ... http://bit.ly/1cs3gtx,Sad
"தலித் மற்றும் இஸ்லாமியர்கள் மீது தினமும் நடத்தப்படும் வன்முறைகளுக்கு  குரல் கொடுக்காதவர்கள் மாடு, யானைகளுக்காக சமூக வலைதளம் முழுங்க பேசிவருகின்றனர். Sad Reality",Sad
கொரோனா பாதிப்புக்கு சிகிச்சை பெற்றுவந்த 17 வயது இளம்பெண் சென்னையில் மரணம்...மருத்துவமனையில் அனுமதிக்கப்பட்ட அடுத்த நாளே உயிரிழப்பு...Sad,Sad
அதிமுக அரசு கால தாமதமாக செம்பரம்பாக்கம் ஏரியை திறந்தது கவனக் குறைவு என்பதை விட மக்களுக்கு இழைத்த பெரும் குற்றம்.#ChennaiFloods,Sad
#ChennaiFloods - வெள்ள மீட்பு பணியில் விஷ பூச்சி கடித்து இறந்த சகோதரன் #இம்ரான்.! நன்றியுடன் ஆழ்ந்த இரங்கல்கள் RIP,Sad
"""பிணம் தின்னி"" அதிமுகவை காட்டிலும்
""பணம் தின்னி"" திமுக எவ்வளோவோ மேல்
#ChennaiFloods",Sad
"#VERIFIED #Chennairainshelp #Chennaifloods உணவு தேவை.
கிட்டதட்ட 200 முதியவர்கள் உணவின்றி தவிக்கின்றார்கள்
Palavakkam 04424490972 04424494757",Sad
"இருந்த இடத்தில் இருந்து ஒரு கர்ப்பிணி பெண்ணை மீட்டு, மருத்துவமனையில் சேர்த்து சுகப்பிரசவமும் ஆயாச்சு! இந்த நாள் இனிய நாள். #ChennaiFloods",Happy
அடாது மழை பெய்தாலும் விடாது குடிப்பாேம் #chennairains #ChennaiFloods #chennaiweather #ChennaiDrowning #TASMAC,Sad
"வந்தாரை வாழ வைக்கும் சென்னை.. அதெல்லாம் அப்போ.. 
வந்தாரை நீந்த வைக்கும் சென்னை.. இது இப்போ
#ChennaiFloods #chennairains",Sad
"#chennairains மணிவாக்கம்,வடபழனியை சூழ்ந்த மழைநீர் @ChennaiRains
 #rains #chennaiweather #ChennaiFloods",Sad
கொரோனவால் மரணமடைந்த பிரபல தயாரிப்பாளர்.. சோகத்தில் இந்திய திரையுலகம் இரங்கல்..! https://cineulagam.com/celebs/06/182682 #Death #Bollywood #Corona #Covid19 #CoronaVirus,Sad
புதுவையில் கொரோனாவால் உயிரிழந்தவர் உடலை தூக்கி வீசிய விவகாரம்.. விளக்கம் கேட்டு ஆட்சியர் நோட்டீஸ்  https://tamil.oneindia.com/news/puducherry/puducherry-district-collector-issues-notice-for-the-employee-in-death-issue-387657.html #corona #death #collector #puducherry,Sad
"கொரோனாவினால் உலகில் உயிரிழந்தவர்களின் 4 இலட்சத்தைக் கடந்தது 
Global coronavirus death toll tops 400,000 
  http://metronews.lk/article/98583 #covid19, #coronavirus,",Sad
"#BREAKING | தமிழகத்தில்  இன்று ஒரே நாளில் கொரொனாவால் 19 பேர் உயிரிழப்பு

இதுவரை கொரோனாவால் உயிரிழந்தவர்களின் எண்ணிக்கை 251 -ஆக அதிகரிப்பு 

#SunNews #coronavirus #CoronavirusIndia #TamilNadu #COVID19 #Death",Sad
"சிங்கப்பூர் மத்திய விரைவுச்சாலை விபத்தில் வாய்க்காலில் இறந்து கிடந்த ஆடவர் - தொடரும் விசாரணை..!

#SingaporeTamilNews | #Accident | #Death | #SingaporeCTE | #SCDF",Sad
"தமிழகத்தில் இன்று 1,091 பேருக்கு கொரோனா தொற்று உறுதி!

சென்னையில் 809 பேருக்கு கொரோனா உறுதி.

Today Death - 13

#covid19
#coronavirus",Sad
"கறுப்பினத்தைச் சேர்ந்த ஜார்ஜ் ஃப்ளாய்ட் கொலை; பிரேத பரிசோதனை அறிக்கை கூறுவது என்ன ? (video)
#GeorgeFloyd, #Homicide, #PostMortemReport, 
https://bit.ly/2yZsyFy via @Ippodhu",Sad
"கழிப்பறை குழியில் வீழ்ந்து 14 வயது  சிறுமி பலி! http://metronews.lk/article/97887 
#Death #Gampaha #Delgoda #lka",Sad
"மரணங்களால் திணறும் பிரேசில் : உலக சுகாதார அமைப்பிலிருந்து விலகப்போவதாக எச்சரிக்கை
https://ibctamil.com/world/80/144720

#CoronaVirus #Covid19 #UnitedStates #America #WHO #Brezil #Death",Sad
ஜார்ஜ் ஃபிளாய்ட் மரணத்துக்கு அஞ்சலி செலுத்திய இறுதி ஊர்வலம்!!! வருத்தம் தெரிவித்து உரையாற்றிய மேயர்!!!,Sad
"திருச்சி அருகே சிலிண்டரை வெடிக்க செய்து குடும்பமே தற்கொலை செய்த சோகம்!

YouTube Subscribe Link ➤ https://bit.ly/34EmUE5

#TNGovt | #Trichy | #CylinderBlast | #Death | #Suicide",Sad
"அப்பறம் வாடி என் தங்கசிலை பாட்டுல தலைவர் நம்மள ஆட வெச்சிருப்பார்.

அந்த நாட்டு நமக்கு விருந்து தான் தன்னி போட்ருக்க மாதிரியான நடிப்பு , வீட்டுக்கு போறவங்கள வழி அனுப்புறதுன்னு சும்மா தூள் பன்னிட்டார் தலைவர்.

#2YrsOfPeoplesVoiceKAALA 
#Thalaivar #Kaala #Annaatthe",Happy
"எதிர்பாராத சந்தோசம் என் விழிக்கு விருந்து தந்த அவள் பேரழகு மீண்டும் எதிர்பார்ப்புகளுடன் 
#Captionone",Happy
"வித விதமாக 
விருந்து வைக்க 
விழி வழியே 
தூது விடுகிறாள்...

#போதை_மொழி",Happy
"கடிகார முட்கள் 
கை தாளம் போட 
கரு விழி ரெண்டும் 
கை கோர்த்து ஆட
கெண்டைக் கால் தூக்கி 
சிறு வேடம் பூட 
கெஞ்சித்தான் போகாதோ 
மிருதங்கம் சேர...

#போதை_மொழி",Happy
"துரோகத்தின் வாளை எவ்வளவு வேகமாக தீட்டுகிறாயோ, அவ்வளவு வேகமாக அறுபடுவாய். 

#போதை_மொழி",Happy
"ஒரு தலைக் 
காதல்கள் 
இன்னும் 
ஒரு முறை 
என்பதில் 
வாழ்ந்து 
கொண்டு தான் 
இருக்கிறது...

#போதை_மொழி",Sad
"என் அறையோ 
இருளுக்கு தாரமாக 
என் நினைவோ 
மனதுக்கு தூரமாக 
என் உடலோ 
உயிருக்கு பாரமாக 
என் செய்வேன் 
உலகுக்கு சாரமாக...

#போதை_மொழி",Sad
"கொஞ்மாய் 
கலைந்த 
தூக்கத்திற்கு 
கொஞ்சலாய் 
காவல் நிற்கும் 
கண் இமைகள்,
பேரழகு!

#போதை_மொழி",Happy
"வளரும் வரை ஆலோசனை, 
வளர்ந்த பின் ஆராதனை.

#போதை_மொழி",Happy
"எந்தன் 
வாழ்வின் 
பூரணம்,
என்னவள் 
தீட்டும் 
பூ ரணம்.

#போதை_மொழி",Happy
"என் 
வார்த்தைகளின் 
கோர்ப்புகள், 
அவள் 
வாசிப்பகளிளே 
முழுமை பெறும்...

#போதை_மொழி",Happy
"தேரோடும் வீதி 
தீராமல் ஊட்டும் 
மாறாத திகைப்பை 
மனதோடு தந்தாள்,
யாரோடும் பேசும் 
இதமான நெஞ்சை 
இமையாலே பூட்டி 
இடம் மாறச் செய்தாள்...

#போதை_மொழி",Happy
"யாருடனும் ஒப்பிட்டு பார்க்காதீர்கள், அது உங்கள் எல்லையை அவர்கள் தீர்மானிப்பது போன்றாகிவிடும். 

காலை வணக்கம் நட்புகளே 
💐
💐


#போதை_மொழி",Happy
"கடந்த செல்ல
காரணம் இருந்தும் 
இரக்கமற்ற 
எந்தன் மனது
இம்சையிக்கும் 
அவளை பிடித்தே 
இன்னும் செல் 
என்கின்றது!!
#Valimai
#போதை_மொழி",Sad
"உன் மடி சாய்ந்து தூங்கிய போது வானத்தை பார்தேன்  வானம் மன்டிட்டு அழுதது இந்த பாக்கியம் கிடைக்கவில்லை என்று
#மழை #போதை_மொழி",Happy
"கவிதைகளை 
மெருகேற்ற
பெரிய 
மெனக்கெடல்கள் 
தேவையில்லை, 
அவள் 
புன்னகையே போதும்!

#போதை_மொழி",Happy
"விட்டுக் கொடுத்துக் கொண்டே இருக்கிறேன்,  வாழ்க்கை விட்டுச் சென்று கொண்டே இருக்கிறது.

#போதை_மொழி",Sad
"துபாயிலிருந்து மார்ச்17 மத்யபிரதேசம் வந்த 
குடும்பத்திற்கு நேற்று
கரோனோ பாசிட்டிவ், விஷயம் அதுவல்ல வந்தவங்க
 தாய் இறுதிசடங்கென்று 1500பேருக்கு விருந்து வைத்திருக்கிறார்கள்

இப்ப மேலும் 10பேருக்கு பாசிட்டிவ்

துபாய்னதும் வாய பிளக்கும் சங்கிகள் கவனத்திற்கு வந்தவர் பேர் சுரேஷ் இந்து",Sad
"தமிழ் இசை > Carnatic Music!

*அரும் பாலை= சங்கராபரணம்
*கோடிப் பாலை= கரஹரப்ரியா
*படுமலைப் பாலை= நடபைரவி
*விளரிப் பாலை= தோடி
*செவ்வழிப் பாலை= மத்யமத் தோடி
*செம் பாலை= ஹரி காம்போதி
*மேற்செம் பாலை= கல்யாணி

நான் பாட வருவாய்!
தமிழே இனிமை தருவாய்!",Happy
"காலாவும் ஹரி தாதவும் சந்திக்கும் அந்த காட்சிகளின் இசை @Music_Santhosh
 ஒரு உலக தரம் வாய்ந்தது.  படத்தின் intense காட்சிகள் என்பதால் இசை அதிகம் தெரியாமல் காட்சிகள் மட்டுமே தெரியும்.

அடுத்த முறை காலா பார்க்கும் பொழுது அந்த காட்சியை இசைக்காக பாருங்கள்.
 
#2YrsOfPeoplesVoiceKAALA",Happy
"#Kaala இசை வெளியீட்டு விழாவில தலைவர் சொன்ன மாதிரி , படம் பாத்துட்டு நிறைய பேருக்கு வயிறு எரிஞ்சு போனது என்னமோ உண்மைதான்.

""பொறாமை வரதான செய்யும்,
வயிரெல்லாம் எறியதான செய்யும்""

#2YrsOfPeoplesVoiceKAALA",Happy
"இந்த படத்தின் வெற்றிக்கு @Music_Santhosh
 BGM மும் முக்கிய காரணம் காலா க்கும் ஹரி தாதாவும் வர சீன் ல எல்லாம்  பின்னணி இசை ல பிரிச்சு மேஞ்சுருப்பாரு SANA best ஆல்பம் 
🔥
🔥
🔥
🔥


#2YrsOFPeoplesVoiceKAALA",Happy
"அமேரிக்கா போராட்டடத்தில் தமிழரின் பறை
☺

விடுதலையின் இசை தமிழர்களின் பறை இசை
💪


எடுத்து அடிடா முப்பட்டான் பறைய
🔥
🔥
💪",Happy
"இசை ராஜாவுக்கு 
ராஜாதிராஜா 
ரசிகனின் 
சார்பாக இனிய பிறந்த நாள் நல்வாழ்த்துக்கள்!",Happy
"உன் இசையில்
------------- 
நான்..!
மகிழ்ந்திருக்கின்றேன்.. 
அழுதிருக்கின்றேன்.. 
காதலித்திருக்கின்றேன்.. 
கனவு கண்டுயிருக்கின்றேன்.. 

நீ..!
இளையராஜா இல்லை 
இசைக்கே ராஜா... 

அன்றும்,இன்றும்,என்றும் 
இசைக்கு நீயே கடவுள். 

என்றென்றும் உன் இசை நினைவில் 
ப.ராஜேஸ்வரன்",Happy
"அமெரிக்காவில் பற்றி எரியும் நிறவெறி மற்றும் ஏற்றத்தாழ்வுகள் குறித்து முன்னாள் அதிபர் @BarackObama
 அவர்கள் எழுதியிருக்கும் செறிவான கட்டுரையில் நம் நாட்டிற்கான எச்சரிக்கையும் இருக்கிறது! சமநிலையற்ற சமுதாயம் ஒரு நாள் வெடித்தே தீரும்! #BlackLivesMatter
",Sad
"Earth globe americas

                   
Musical keyboard
Multiple musical notes
Guitar
Trumpet
Violin
Musical keyboard


  ""இன்று 78வது பிறந்த நாள்    
   உலகமே வியந்து பார்க்கும் 
   இசை மாமேதைக்கு
   
Musical keyboard
Violin
Trumpet
Guitar
Microphone
Multiple musical notes

-
   
Flexed biceps
நம் அன்புத் தலைவரின் சார்பாக 
Folded hands",Happy
"ச ரீ க ம ப த நீ ச....
புத்துயிர் பெற்று
தன்னுயிர் மறுவி
நம்முயிர் நுழைந்து
இசையுயிர் உதித்தமாம்
இசை இசைக்கு
இசைந்து தாலாட்டிய நாள்
ஆம் அகவை 77.....",Happy
கவலையுற்ற நேரங்களில் காதலனோ காதலியோ தரும் மனஆறுதலினும் பலமடங்கு மகத்துமானது இளையராஜாவின்... என்றென்றும் இனிக்கும் இசை !,Happy
"பசியிலும் நடுநிசியிலும் கனவிலும் நினைவிலும் எனை
தொடர்ந்து வருகிற அந்த இசைக் கருணை என் ஆன்மாவை ஆற்றுப்படுத்த கடவுள் அளித்த தேவ ஆறுதலாகவே நான் உணர்கிறேன்.

அது வெறும் இசை அல்ல.
கடவுளின் கருணை.

#HBDIlaiyaraaja",Happy
"பறக்கத் தெரிந்த இசை
கூடு துறந்து மேகம் தழுவுகிறது
இறகுகளை வாசித்தபடியே
மிதக்கிறது 
மேகங்களிடையே வானம்.",Happy
"கோவை நீல சட்டை பேரணியில் மே17 இயக்க கலைக்குழுவின் பறை இசை.சாதிய ஆதிக்கதிற்கு எதிராக, அதிகார வெறிக்கு எதிராக ஒலித்த எங்கள் பறைகள்.",Happy
